јртикул;÷ена;—сылка
"4932480045";"1550";""
"4932480046";"1780";""
"4932480047";"1830";""
"4932480048";"1890";""
"4932479646";"2650";""
"4932479647";"3340";""
"4932479650";"3930";""
"4932479651";"4620";""
"4932479654";"7900";""
"4932479096";"6300";""
"4932478812";"11700";""
"4932479824";"13100";""
"4932478813";"13500";""
"4932479825";"16900";""
"4932479826";"22900";""
"4932480197";"720";""
"4932480198";"740";""
"4932480209";"1280";""
"4932480210";"1350";""
"4932480199";"2030";""
"4932480181";"2100";""
"4932480182";"2130";""
"4932480200";"2140";""
"4932480183";"2170";""
"4932480184";"2290";""
"4932480201";"2320";""
"4932480185";"2370";""
"4932480186";"2470";""
"4932480202";"2500";""
"4932480187";"2530";""
"4932480188";"2620";""
"4932480189";"2880";""
"4932480190";"2960";""
"4932480191";"3090";""
"4932480204";"3540";""
"4932480192";"3570";""
"4932480211";"3990";""
"4932480205";"4070";""
"4932480193";"4370";""
"4932480194";"4390";""
"4932480206";"4410";""
"4932480212";"4430";""
"4932480195";"4880";""
"4932480213";"4960";""
"4932480207";"5000";""
"4932480208";"6100";""
"4932480214";"6100";""
"4932480215";"6400";""
"4932478557";"15500";""
"4932479827";"18200";""
"4932479828";"29900";""
"4932478558";"38300";""
"4932479829";"40500";""
"4932479784";"2180";""
"48224038";"2860";""
"4932480106";"650";""
"4932480107";"880";""
"4932480108";"1260";""
"4932478795";"18000";""
"4932479783";"740";""
"48220304";"860";""
"4932479408";"400";""
"4932479407";"2110";""
"48224256";"1090";""
"4932464511";"6900";""
"4932478620";"1930";""
"4932479409";"2360";""
"4932479410";"2460";""
"4932459373";"1510";""
"4932478794";"2360";""
"4932480553";"3930";""
"4932480552";"4010";""
"4932480203";"3500";""
"4932478996";"3630";""
"4932472128";"6600";""
"4932478711";"8000";""
"4932472127";"19600";""
"4932472131";"28000";""
"4932478161";"39200";""
"4932478298";"760";""
"4932478299";"1060";""
"4932479104";"1850";""
"4932479105";"1850";""
"4932479157";"2170";""
"4932478162";"16100";""
"4932478625";"10300";""
"4932479957";"45700";""
"4932472129";"20100";""
"4932472130";"22600";""
"48228145";"4150";""
"4932478849";"124400";""
"4932478852";"179100";""
"4932478850";"73500";""
"4932478854";"137900";""
"4932478856";"99600";""
"4932456391";"1530";""
"4932478841";"13100";""
"4932478810";"13100";""
"4932479704";"750";""
"4932479707";"1200";""
"4932479710";"1810";""
"4932479558";"1810";""
"4932479559";"1810";""
"4932479560";"1810";""
"4932479561";"1810";""
"4932479731";"3080";""
"4932479566";"3080";""
"4932479567";"3080";""
"4932479568";"3080";""
"4932479569";"3080";""
"4932479705";"8200";""
"4932479708";"13300";""
"4932479711";"20600";""
"4932479562";"20600";""
"4932479563";"20600";""
"4932479564";"20600";""
"4932479565";"20600";""
"4932479706";"48000";""
"4932479000";"48000";""
"4932479001";"48000";""
"4932479002";"48000";""
"4932479003";"48000";""
"4932479709";"78400";""
"4932479004";"78400";""
"4932479005";"78400";""
"4932479006";"78400";""
"4932479007";"78400";""
"4932479916";"341";""
"4932479917";"341";""
"4932479918";"341";""
"4932479919";"341";""
"4932479920";"341";""
"4932479712";"438";""
"4932479921";"550";""
"4932479922";"550";""
"4932479923";"550";""
"4932479924";"550";""
"4932479925";"550";""
"4932479906";"760";""
"4932479907";"760";""
"4932479908";"760";""
"4932479909";"760";""
"4932479910";"760";""
"4932479721";"830";""
"4932479715";"970";""
"4932479911";"1060";""
"4932479912";"1060";""
"4932479913";"1060";""
"4932479914";"1060";""
"4932479915";"1060";""
"4932479926";"1060";""
"4932479927";"1060";""
"4932479928";"1060";""
"4932479929";"1060";""
"4932479930";"1060";""
"4932479931";"1230";""
"4932479932";"1230";""
"4932479933";"1230";""
"4932479934";"1230";""
"4932479935";"1230";""
"4932479718";"1330";""
"4932479713";"4790";""
"4932479716";"11200";""
"4932479719";"14900";""
"4932479714";"56400";""
"4932479008";"56400";""
"4932479009";"56400";""
"4932479010";"56400";""
"4932479011";"56400";""
"4932479722";"111800";""
"4932479020";"111800";""
"4932479021";"111800";""
"4932479022";"111800";""
"4932479023";"111800";""
"4932479717";"132000";""
"4932479012";"132100";""
"4932479013";"132100";""
"4932479014";"132100";""
"4932479015";"132100";""
"4932479720";"174700";""
"4932479016";"174700";""
"4932479017";"174700";""
"4932479018";"174700";""
"4932479019";"174700";""
"4932479729";"1870";""
"4932479728";"2570";""
"4932479730";"2800";""
"4932479724";"2330";""
"4932479725";"2560";""
"4932479723";"2670";""
"4932479570";"3020";""
"4932479571";"3020";""
"4932479572";"3020";""
"4932479573";"3020";""
"4932479727";"2280";""
"4932478123";"2280";""
"4932478124";"2280";""
"4932478125";"2280";""
"4932478126";"2280";""
"4932479726";"2670";""
"4932471912";"2670";""
"4932471913";"2670";""
"4932471914";"2670";""
"4932471915";"2670";""
"4932478763";"980";""
"4932478764";"980";""
"4932479027";"68900";""
"4932479028";"68900";""
"4932479029";"68900";""
"4932479024";"140900";""
"4932479025";"140900";""
"4932479026";"140900";""
"4932478548";"1600";""
"4932479237";"2430";""
"4932479238";"2430";""
"4932471906";"2900";""
"4932478801";"2410";""
"4932478866";"2670";""
"4932478865";"2750";""
"4932472108";"2550";""
"4932472106";"4960";""
"4932478550";"900";""
"4932478549";"990";""
"4932478135";"1010";""
"4932478136";"3950";""
"4932478137";"5200";""
"4932478139";"6300";""
"4933464387";"27500";""
"4933464390";"27500";""
"4933478766";"1860";""
"4933478780";"1860";""
"4932471904";"469";""
