"id","name","codeKLADR","isTerminal"
"0x81e100112fdd658311da55b5652db3fd","Волоколамск г (Московская обл.)","5000006600000000000000000","0"
"0x81e100112fdd658311da55b5652db3fe","Волоконовка п (Белгородская обл.)","3100600000100000000000000","0"
"0x81e100112fdd658311da55b5652db3ff","Волосово г (Ленинградская обл.)","4700300100000000000000000","0"
"0x81e100112fdd658311da55b5652db400","Воскресенск г (Московская обл.)","5004400000000000000000000","1"
"0x81e100112fdd658311da55b5652db403","Вохтога пгт (Вологодская обл.)","3501000000600000000000000","0"
"0x81e100112fdd658311da55b5652db404","Всеволожск г (Ленинградская обл.)","4700500100000000000000000","1"
"0x81e100112fdd658311da55b5652db405","Выкса г (Нижегородская обл.)","5200000700000000000000000","0"
"0x81e100112fdd658311da55b5652db407","Выселки ст-ца (Краснодарский край)","2300800000100000000000000","0"
"0x81e100112fdd658311da55b5652db409","Гагарин г (Смоленская обл.)","6700400100000000000000000","0"
"0x81e100112fdd658311da55b5652db40a","Гатчина г (Ленинградская обл.)","4700700100000000000000000","1"
"0x81e100112fdd658311da55b5652db40c","Георгиевск г (Ставропольский край)","2600000900000000000000000","0"
"0x81e100112fdd658311da55b5652db40e","Глазуновка пгт (Орловская обл.)","5700400000100000000000000","0"
"0x81e100112fdd658311da55b5652db40f","Голицыно г (Московская обл.)","5004200200000000000000000","0"
"0x81e100112fdd658311da55b5652db411","Горелово пгт (Ленинградская обл.)","4701200011700000000000000","0"
"0x81e100112fdd658311da55b5652db413","Городец г (Нижегородская обл.)","5202000100000000000000000","0"
"0x81e100112fdd658311da55b5652db414","Горячий Ключ г (Краснодарский край)","2300000400000000000000000","0"
"0x81e100112fdd658311da55b5652db415","Грайворон г (Белгородская обл.)","3100700100000000000000000","0"
"0x81e100112fdd658311da55b5652db416","Грибановский пгт (Воронежская обл.)","3601000000100000000000000","0"
"0x81e100112fdd658311da55b5652db417","Грязи г (Липецкая обл.)","4800300100000000000000000","0"
"0x81e100112fdd658311da55b5652db418","Грязовец г (Вологодская обл.)","3501000100000000000000000","0"
"0x81e100112fdd658311da55b5652db419","Гуково г (Ростовская обл.)","6100000500000000000000000","0"
"0x81e100112fdd658311da55b5652db41a","Гусь-Хрустальный г (Владимирская обл.)","3300000300000000000000000","0"
"0x81e100112fdd658311da55b5652db41b","Данилов г (Ярославская обл.)","7600600100000000000000000","0"
"0x81e100112fdd658311da55b5652db41d","Данков г (Липецкая обл.)","4800400100000000000000000","0"
"0x81e100112fdd658311da55b5652db41f","Дедовск г (Московская обл.)","5004600200000000000000000","0"
"0x81e100112fdd658311da55b5652db420","Дзержинский г (Московская обл.)","5000002300000000000000000","0"
"0x81e100112fdd658311da55b5652db421","Динская ст-ца (Краснодарский край)","2301000000100000000000000","0"
"0x81e100112fdd658311da55b5652db422","Дмитров г (Московская обл.)","5004500000000000000000000","1"
"0x81e100112fdd658311da55b5652db423","Дмитровск г (Орловская обл.)","5700500100000000000000000","0"
"0x81e100112fdd658311da55b5652db424","Долгопрудный г (Московская обл.)","5000002900000000000000000","0"
"0x81e100112fdd658311da55b5652db425","Домодедово г (Московская обл.)","5000000100000000000000000","1"
"0x81e100112fdd658311da55b5652db426","Донецк г (Ростовская обл.)","6100000600000000000000000","0"
"0x81e100112fdd658311da55b5652db427","Дорохово п (Московская обл.)","5000004507300000000000000","0"
"0x81e100112fdd658311da55b5652db429","Дубна г (Московская обл.)","5000000300000000000000000","0"
"0x81e100112fdd658311da55b5652db42a","Дубна п (Тульская обл.)","7100900000100000000000000","0"
"0x81e100112fdd658311da55b5652db42b","Дятьково г (Брянская обл.)","3200600100000000000000000","0"
"0x81e100112fdd658311da55b5652db42c","Егорлыкская ст-ца (Ростовская обл.)","6101100000100000000000000","0"
"0x81e100112fdd658311da55b5652db42d","Егорьевск г (Московская обл.)","5000003900000000000000000","0"
"0x81e100112fdd658311da55b5652db42e","Елань-Колено с (Воронежская обл.)","3601800002200000000000000","0"
"0x81e100112fdd658311da55b5652db42f","Елец г (Липецкая обл.)","4800000200000000000000000","1"
"0x81e100112fdd658311da55b5652db430","Ефремов г (Тульская обл.)","7101000100000000000000000","0"
"0x81e100112fdd658311da55b5652db432","Железногорск г (Курская обл.)","4600000300000000000000000","0"
"0x81e100112fdd658311da55b5652db434","Железнодорожный п (Московская обл.)","5000003600200000000000000","1"
"0x81e100112fdd658311da55b5652db437","Залегощь пгт (Орловская обл.)","5700700000100000000000000","0"
"0x81e100112fdd658311da55b5652db438","Заокский рп (Тульская обл.)","7101100000100000000000000","0"
"0x81e100112fdd658311da55b5652db43a","Зеленогорск г (г. Санкт-Петербург)","7800000200000000000000000","0"
"0x81e100112fdd658311da55b5652db43b","Зеленокумск г (Ставропольский край)","2602300100000000000000000","0"
"0x81e100112fdd658311da55b5652db43c","Зерноград г (Ростовская обл.)","6101300100000000000000000","0"
"0x81e100112fdd658311da55b5652db43d","Зимовники п (Ростовская обл.)","6101400000100000000000000","0"
"0x81e100112fdd658311da55b5652db43e","Змиевка пгт (Орловская обл.)","5701900000100000000000000","0"
"0x81e100112fdd658311da55b5652db440","Ивангород г (Ленинградская обл.)","4700801100000000000000000","0"
"0x81e100112fdd658311da55b5652db443","Ивня рп (Белгородская обл.)","3100900000100000000000000","0"
"0x81e100112fdd658311da55b5652db444","Изобильный г (Ставропольский край)","2601000100000000000000000","0"
"0x81e100112fdd658311da55b5652db445","Икша рп (Московская обл.)","5004500052600000000000000","0"
"0x81e100112fdd658311da55b5652db446","Иловля рп (Волгоградская обл.)","3400900000100000000000000","0"
"0x81e100112fdd658311da55b5652db447","Ильский пгт (Краснодарский край)","2302900001700000000000000","0"
"0x81e100112fdd658311da55b5652db449","Ипатово г (Ставропольский край)","2601100100000000000000000","0"
"0x81e100112fdd658311da55b5652db44a","Истра г (Московская обл.)","5004600000000000000000000","0"
"0x81e100112fdd658311da55b5652db44b","Кагальницкая ст-ца (Ростовская обл.)","6101500000100000000000000","0"
"0x81e100112fdd658311da55b5652db44c","Кадников г (Вологодская обл.)","3501700200000000000000000","0"
"0x81e100112fdd658311da55b5652db44d","Кадуй рп (Вологодская обл.)","3501100000100000000000000","0"
"0x81e100112fdd658311da55b5652db44e","Калач г (Воронежская обл.)","3601100100000000000000000","0"
"0x81e100112fdd658311da55b5652db44f","Калач-на-Дону г (Волгоградская обл.)","3401000100000000000000000","0"
"0x81e100112fdd658311da55b5652db450","Калининск г (Саратовская обл.)","6401600100000000000000000","0"
"0x81e100112fdd658311da55b5652db451","Калининская ст-ца (Краснодарский край)","2301300000100000000000000","0"
"0x81e100112fdd658311da55b5652db454","Каменка пгт (Воронежская обл.)","3601200000100000000000000","0"
"0x81e100112fdd658311da55b5652db455","Каменногорск г (Ленинградская обл.)","4700600300000000000000000","0"
"0x81e100112fdd658311da55b5652db457","Каменск-Шахтинский г (Ростовская обл.)","6100000800000000000000000","1"
"0x81e100112fdd658311da55b5652db458","Каневская ст-ца (Краснодарский край)","2301400000100000000000000","0"
"0x81e100112fdd658311da55b5652db459","Карачаевск г (Респ. Карачаево-Черкесская)","900000200000000000000000","0"
"0x81e100112fdd658311da55b5652db45a","Карачев г (Брянская обл.)","3201000100000000000000000","0"
"0x81e100112fdd658311da55b5652db45c","Кашира г (Московская обл.)","5000003800000000000000000","0"
"0x81e100112fdd658311da55b5652db45d","Кимовск г (Тульская обл.)","7101300100000000000000000","0"
"0x81e100112fdd658311da55b5652db45e","Кимры г (Тверская обл.)","6900000500000000000000000","0"
"0x81e100112fdd658311da55b5652db45f","Кингисепп г (Ленинградская обл.)","4700800100000000000000000","0"
"0x81e100112fdd658311da55b5652db460","Кинель г (Самарская обл.)","6300001000000000000000000","0"
"0x81e100112fdd658311da55b5652db461","Кинель-Черкассы с (Самарская обл.)","6301100000100000000000000","0"
"0x81e100112fdd658311da55b5652db462","Кинешма г (Ивановская обл.)","3700000200000000000000000","0"
"0x81e100112fdd658311da55b5652db464","Киреевск г (Тульская обл.)","7101400100000000000000000","0"
"0x81e100112fdd658311da55b5652db465","Киржач г (Владимирская обл.)","3300700100000000000000000","0"
"0x81e100112fdd658311da55b5652db467","Кириши г (Ленинградская обл.)","4700900100000000000000000","0"
"0x81e100112fdd658311da55b5652db468","Кировск г (Ленинградская обл.)","4701000100000000000000000","0"
"0x81e100112fdd658311da55b5652db469","Кирпичное с (Краснодарский край)","2303600003000000000000000","0"
"0x81e100112fdd658311da55b5652db46e","Клин г (Московская обл.)","5004700000000000000000000","1"
"0x81e100112fdd658311da55b5652db46f","Клинцы г (Брянская обл.)","3200000300000000000000000","1"
"0x81e100112fdd658311da55b5652db470","Клязьма мкр (Московская обл.)","5000003000700000000000000","0"
"0x81e100112fdd658311da55b5652db471","Княгинино г (Нижегородская обл.)","5202300100000000000000000","0"
"0x81e100112fdd658311da55b5652db472","Ковров г (Владимирская обл.)","3300000400000000000000000","1"
"0x81e100112fdd658311da55b5652db473","Козельск г (Калужская обл.)","4001200100000000000000000","0"
"0x81e100112fdd658311da55b5652db475","Коломна г (Московская обл.)","5000002700000000000000000","1"
"0x81e100112fdd658311da55b5652db476","Колпино г (г. Санкт-Петербург)","7800000300000000000000000","1"
"0x81e100112fdd658311da55b5652db477","Колпна пгт (Орловская обл.)","5700900000100000000000000","0"
"0x81e100112fdd658311da55b5652db478","Коммунар г (Ленинградская обл.)","4700700200000000000000000","0"
"0x81e100112fdd658311da55b5652db479","Конаково г (Тверская обл.)","6901500100000000000000000","0"
"0x81e100112fdd658311da55b5652db47a","Кондрово г (Калужская обл.)","4000600100000000000000000","0"
"0x81e100112fdd658311da55b5652db47b","Константиновск г (Ростовская обл.)","6101800100000000000000000","0"
"0x81e100112fdd658311da55b5652db47d","Кореновск г (Краснодарский край)","2301500100000000000000000","0"
"0x81e100112fdd658311da55b5652db47e","Королев г (Московская обл.)","5000000900000000000000000","0"
"0x81e100112fdd658311da55b5652db47f","Короча г (Белгородская обл.)","3101000100000000000000000","0"
"0x81e100112fdd658311da55b5652db480","Котельники г (Московская обл.)","5000003200000000000000000","0"
"0x81e100112fdd658311da55b5652db481","Красиво х (Белгородская обл.)","3100300001900000000000000","0"
"0x81e100112fdd658311da55b5652db484","Красная Поляна пгт (Краснодарский край)","2300000714700000000000000","0"
"0x81e100112fdd658311da55b5652db485","Красная Яруга п (Белгородская обл.)","3101300000100000000000000","0"
"0x81e100112fdd658311da55b5652db486","Бирюч г (Белгородская обл.)","3101200100000000000000000","0"
"0x81e100112fdd658311da55b5652db487","Красногорск г (Московская обл.)","5000004900000000000000000","1"
"0x81e100112fdd658311da55b5652db488","Красное с (Белгородская обл.)","3101100000100000000000000","0"
"0x81e100112fdd658311da55b5652db489","Краснозаводск г (Московская обл.)","5004100300000000000000000","0"
"0x81e100112fdd658311da55b5652db48b","Красный Сулин г (Ростовская обл.)","6101900100000000000000000","0"
"0x81e100112fdd658311da55b5652db48c","Красный Яр с (Самарская обл.)","6301600000100000000000000","0"
"0x81e100112fdd658311da55b5652db48d","Кромы пгт (Орловская обл.)","5701200000100000000000000","0"
"0x81e100112fdd658311da55b5652db48e","Кронштадт г (г. Санкт-Петербург)","7800000500000000000000000","0"
"0x81e100112fdd658311da55b5652db491","Кстово г (Нижегородская обл.)","5202700100000000000000000","0"
"0x81e100112fdd658311da55b5652db492","Кубинка г (Московская обл.)","5004200300000000000000000","0"
"0x81e100112fdd658311da55b5652db493","Кулебаки г (Нижегородская обл.)","5200001000000000000000000","0"
"0x81e100112fdd658311da55b5652db494","Кумертау г (Респ. Башкортостан)","200000700000000000000000","0"
"0x81e100112fdd658311da55b5652db496","Курганинск г (Краснодарский край)","2301900100000000000000000","0"
"0x81e100112fdd658311da55b5652db497","Куркино рп (Тульская обл.)","7101500000100000000000000","0"
"0x81e100112fdd658311da55b5652db498","Курчатов г (Курская обл.)","4600000200000000000000000","0"
"0x81e100112fdd658311da55b5652db499","Кущевская ст-ца (Краснодарский край)","2302000000100000000000000","0"
"0x81e100112fdd658311da55b5652db49a","Лабинск г (Краснодарский край)","2302100100000000000000000","0"
"0x81e100112fdd658311da55b5652db49b","Лебедянь г (Липецкая обл.)","4801200100000000000000000","0"
"0x81e100112fdd658311da55b5652db49d","Ливны г (Орловская обл.)","5700000200000000000000000","1"
"0x81e100112fdd658311da55b5652db49f","Лиски г (Воронежская обл.)","3601500100000000000000000","0"
"0x81e100112fdd658311da55b5652db4a2","Лодейное Поле г (Ленинградская обл.)","4701100100000000000000000","0"
"0x81e100112fdd658311da55b5652db4a3","Ломоносов г (г. Санкт-Петербург)","7800000600000000000000000","0"
"0x81e100112fdd658311da55b5652db4a4","Лосино-Петровский г (Московская обл.)","5000003100000000000000000","0"
"0x81e100112fdd658311da55b5652db4a5","Луга г (Ленинградская обл.)","4701300100000000000000000","0"
"0x81e100112fdd658311da55b5652db4a6","Лукоянов г (Нижегородская обл.)","5202900100000000000000000","0"
"0x81e100112fdd658311da55b5652db4a7","Луховицы г (Московская обл.)","5000004800000000000000000","0"
"0x81e100112fdd658311da55b5652db4a8","Лысково г (Нижегородская обл.)","5203000100000000000000000","0"
"0x81e100112fdd658311da55b5652db4a9","Лысые Горы рп (Саратовская обл.)","6402000000100000000000000","0"
"0x81e100112fdd658311da55b5652db4ac","Люберцы г (Московская обл.)","5000005000000000000000000","0"
"0x81e100112fdd658311da55b5652db4ae","Людиново г (Калужская обл.)","4001400100000000000000000","0"
"0x81e100112fdd658311da55b5652db4af","Майкоп г (Респ. Адыгея)","100000100000000000000000","1"
"0x81e100112fdd658311da55b5652db4b2","Малоярославец г (Калужская обл.)","4001500100000000000000000","0"
"0x81e100112fdd658311da55b5652db4b5","Мелеуз г (Респ. Башкортостан)","203500100000000000000000","0"
"0x81e100112fdd658311da55b5652db4b7","Металлострой п (г. Санкт-Петербург)","7800000001800000000000000","0"
"0x81e100112fdd658311da55b5652db4b8","Миллерово г (Ростовская обл.)","6102300100000000000000000","0"
"0x81e100112fdd658311da55b5652db4b9","Михнево рп (Московская обл.)","5000005404400000000000000","0"
"0x81e100112fdd658311da55b5652db4ba","Можайск г (Московская обл.)","5000005600000000000000000","0"
"0x81e100112fdd658311da55b5652db4bc","имени Морозова гп (Ленинградская обл.)","4700500008000000000000000","0"
"0x81e100112fdd658311da55b5652db4bd","Морозовск г (Ростовская обл.)","6102500100000000000000000","0"
"0x81e100112fdd658311da55b5652db4be","Мостовской пгт (Краснодарский край)","2302300000100000000000000","0"
"0x81e100112fdd658311da55b5652db4bf","Мценск г (Орловская обл.)","5700000300000000000000000","0"
"0x81e100112fdd658311da55b5652db4c1","Навашино г (Нижегородская обл.)","5200001100000000000000000","0"
"0x81e100112fdd658311da55b5652db4c2","Навля рп (Брянская обл.)","3201700000100000000000000","0"
"0x81e100112fdd658311da55b5652db4c3","Нальчик г (Респ. Кабардино-Балкарская)","700000100000000000000000","1"
"0x81e100112fdd658311da55b5652db4c4","Наро-Фоминск г (Московская обл.)","5004800000000000000000000","0"
"0x81e100112fdd658311da55b5652db4c5","Нарышкино пгт (Орловская обл.)","5702200000100000000000000","0"
"0x81e100112fdd658311da55b5652db4c8","Нелазское с (Вологодская обл.)","3502500046400000000000000","0"
"0x81e100112fdd658311da55b5652db4ca","Нефтегорск г (Самарская обл.)","6301700100000000000000000","0"
"0x81e100112fdd658311da55b5652db4cb","Нефтекамск г (Респ. Башкортостан)","200000300000000000000000","1"
"0x81e100112fdd658311da55b5652db4cd","Никольское г (Ленинградская обл.)","4701800300000000000000000","0"
"0x81e100112fdd658311da55b5652db4ce","Новая Ладога г (Ленинградская обл.)","4700400200000000000000000","0"
"0x81e100112fdd658311da55b5652db4cf","Новая Усмань с (Воронежская обл.)","3601700000100000000000000","0"
"0x81e100112fdd658311da55b5652db4d0","Новоалександровск г (Ставропольский край)","2601900100000000000000000","0"
"0x81e100112fdd658311da55b5652db4d1","Нововоронеж г (Воронежская обл.)","3600000300000000000000000","0"
"0x81e100112fdd658311da55b5652db4d2","Новопавловск г (Ставропольский край)","2601200100000000000000000","0"
"0x81e100112fdd658311da55b5652db4d4","Новопокровская ст-ца (Краснодарский край)","2302500000100000000000000","0"
"0x81e100112fdd658311da55b5652db4d5","Новосиль г (Орловская обл.)","5701700100000000000000000","0"
"0x81e100112fdd658311da55b5652db4d6","Новошахтинск г (Ростовская обл.)","6100001000000000000000000","0"
"0x81e100112fdd658311da55b5652db4d7","Новый Оскол г (Белгородская обл.)","3101400100000000000000000","0"
"0x81e100112fdd658311da55b5652db4d8","Ногинск г (Московская обл.)","5004300000000000000000000","1"
"0x81e100112fdd658311da55b5652db4d9","Нюксеница с (Вологодская обл.)","3501600000100000000000000","0"
"0x81e100112fdd658311da55b5652db4da","Обнинск г (Калужская обл.)","4000000200000000000000000","1"
"0x81e100112fdd658311da55b5652db4dd","Обухово рп (Московская обл.)","5004300016700000000000000","0"
"0x81e100112fdd658311da55b5652db4de","Одинцово г (Московская обл.)","5004200000000000000000000","1"
"0x81e100112fdd658311da55b5652db4df","Одоев рп (Тульская обл.)","7101800000100000000000000","0"
"0x81e100112fdd658311da55b5652db4e1","Озеры г (Московская обл.)","5000004000000000000000000","0"
"0x81e100112fdd658311da55b5652db4e2","Октябрьск г (Самарская обл.)","6300000400000000000000000","0"
"0x81e100112fdd658311da55b5652db4e3","Октябрьский пгт (Белгородская обл.)","3102200005700000000000000","0"
"0x81e100112fdd658311da55b5652db4e5","Октябрьский г (Респ. Башкортостан)","200000400000000000000000","1"
"0x81e100112fdd658311da55b5652db4e7","Орехово-Зуево г (Московская обл.)","5000100000000000000000000","1"
"0x81e100112fdd658311da55b5652db4e8","Орловский п (Ростовская обл.)","6103000000100000000000000","0"
"0x81e100112fdd658311da55b5652db4e9","Орск г (Оренбургская обл.)","5600000400000000000000000","1"
"0x81e100112fdd658311da55b5652db4ea","Отрадная ст-ца (Краснодарский край)","2302600000100000000000000","0"
"0x81e100112fdd658311da55b5652db4eb","Отрадное г (Ленинградская обл.)","4701000200000000000000000","0"
"0x81e100112fdd658311da55b5652db4ec","Отрадный г (Самарская обл.)","6300000500000000000000000","0"
"0x81e100112fdd658311da55b5652db4ed","Павловск г (г. Санкт-Петербург)","7800000700000000000000000","0"
"0x81e100112fdd658311da55b5652db4ee","Павловская ст-ца (Краснодарский край)","2302700000100000000000000","0"
"0x81e100112fdd658311da55b5652db4ef","Павловский Посад г (Московская обл.)","5000004700000000000000000","0"
"0x81e100112fdd658311da55b5652db4f1","Первомайск г (Нижегородская обл.)","5200000800000000000000000","0"
"0x81e100112fdd658311da55b5652db4f3","Переславль-Залесский г (Ярославская обл.)","7600000200000000000000000","0"
